Generation,Worker_Index,Start_Times,Shift_Lengths
51,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
51,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
51,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
51,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
51,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
51,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
51,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
51,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
51,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
51,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
51,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
51,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
51,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
51,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
51,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
51,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
51,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
51,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
51,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
51,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
51,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
51,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
51,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
51,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
51,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
51,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
51,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
52,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
52,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
52,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
52,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
52,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
52,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
52,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
52,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
52,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
52,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
52,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
52,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
52,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
52,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
52,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
52,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
52,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
52,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
52,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
52,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
52,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
52,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
52,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
52,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
52,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
52,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
52,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
52,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
52,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
52,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
52,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
52,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
52,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
52,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
52,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
52,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
52,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
52,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
52,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
53,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
53,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
53,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
53,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
53,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
53,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
53,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
53,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
53,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
53,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
53,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
53,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
53,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
53,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
53,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
53,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
53,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
53,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
53,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
53,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
53,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
53,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
53,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
53,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
53,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
53,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
53,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
53,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
53,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
53,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
53,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
53,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
53,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
53,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
53,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
53,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
53,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
53,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
53,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
54,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
54,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
54,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
54,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
54,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
54,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
54,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
54,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
54,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
54,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
54,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
54,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
54,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
54,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
54,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
54,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
54,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
54,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
54,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
54,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
54,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
54,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
54,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
54,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
54,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
54,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
54,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
54,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
54,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
54,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
54,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
54,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
54,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
54,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
54,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
54,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
54,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
54,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
54,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
55,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
55,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
55,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
55,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
55,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
55,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
55,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
55,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
55,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
55,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
55,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
55,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
55,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
55,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
55,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
55,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
55,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
55,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
55,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
55,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
55,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
55,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
55,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
55,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
55,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
55,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
55,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
55,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
55,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
55,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
55,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
55,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
55,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
55,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
55,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
55,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
55,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
55,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
55,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
56,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
56,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
56,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
56,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
56,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
56,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
56,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
56,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
56,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
56,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
56,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
56,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
56,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
56,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
56,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
56,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
56,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
56,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
56,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
56,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
56,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
56,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
56,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
56,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
56,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
56,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
56,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
56,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
56,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
56,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
56,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
56,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
56,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
56,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
56,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
56,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
56,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
56,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
56,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
57,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
57,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
57,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
57,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
57,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
57,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
57,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
57,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
57,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
57,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
57,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
57,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
57,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
57,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
57,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
57,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
57,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
57,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
57,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
57,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
57,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
57,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
57,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
57,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
57,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
57,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
57,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
57,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
57,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
57,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
57,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
57,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
57,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
57,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
57,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
57,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
57,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
57,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
57,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
58,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
58,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
58,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
58,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
58,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
58,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
58,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
58,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
58,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
